timestamp_utc,timestamp_cdt,temp_f,temp_c,station,source
2026-03-22T12:53:00+00:00,2026-03-22 07:53,59.0,15,KAUS,synoptic
2026-03-22T13:10:00+00:00,2026-03-22 08:10,60.8,16,KAUS,synoptic
2026-03-22T13:10:00+00:00,2026-03-22 08:10,60.8,16,KAUS,synoptic
2026-03-22T13:10:00+00:00,2026-03-22 08:10,60.8,16,KAUS,synoptic
2026-03-22T13:10:00+00:00,2026-03-22 08:10,60.8,16,KAUS,synoptic
2026-03-22T13:25:00+00:00,2026-03-22 08:25,60.8,16,KAUS,synoptic
2026-03-22T13:40:00+00:00,2026-03-22 08:40,62.6,17,KAUS,synoptic
2026-03-22T13:40:00+00:00,2026-03-22 08:40,62.6,17,KAUS,synoptic
2026-03-22T13:40:00+00:00,2026-03-22 08:40,62.6,17,KAUS,synoptic
2026-03-22T14:20:00+00:00,2026-03-22 09:20,66.2,19,KAUS,synoptic
2026-03-22T14:20:00+00:00,2026-03-22 09:20,66.2,19,KAUS,synoptic
2026-03-22T14:20:00+00:00,2026-03-22 09:20,66.2,19,KAUS,synoptic
2026-03-22T14:20:00+00:00,2026-03-22 09:20,66.2,19,KAUS,synoptic
2026-03-22T14:25:00+00:00,2026-03-22 09:25,68.0,20,KAUS,synoptic
2026-03-22T14:40:00+00:00,2026-03-22 09:40,69.8,21,KAUS,synoptic
2026-03-22T14:53:00+00:00,2026-03-22 09:53,69.1,21,KAUS,synoptic
2026-03-22T14:53:00+00:00,2026-03-22 09:53,69.1,21,KAUS,synoptic
2026-03-22T14:53:00+00:00,2026-03-22 09:53,69.1,21,KAUS,synoptic
2026-03-22T15:10:00+00:00,2026-03-22 10:10,71.6,22,KAUS,synoptic
2026-03-22T15:10:00+00:00,2026-03-22 10:10,71.6,22,KAUS,synoptic
2026-03-22T15:25:00+00:00,2026-03-22 10:25,73.4,23,KAUS,synoptic
2026-03-22T15:25:00+00:00,2026-03-22 10:25,73.4,23,KAUS,synoptic
2026-03-22T15:25:00+00:00,2026-03-22 10:25,73.4,23,KAUS,synoptic
2026-03-22T15:40:00+00:00,2026-03-22 10:40,73.4,23,KAUS,synoptic
2026-03-22T15:45:00+00:00,2026-03-22 10:45,73.4,23,KAUS,synoptic
2026-03-22T15:45:00+00:00,2026-03-22 10:45,73.4,23,KAUS,synoptic
2026-03-22T15:45:00+00:00,2026-03-22 10:45,73.4,23,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:53:00+00:00,2026-03-22 10:53,75.0,24,KAUS,synoptic
2026-03-22T15:55:00+00:00,2026-03-22 10:55,75.2,24,KAUS,synoptic
2026-03-22T15:55:00+00:00,2026-03-22 10:55,75.2,24,KAUS,synoptic
2026-03-22T16:00:00+00:00,2026-03-22 11:00,75.2,24,KAUS,synoptic
2026-03-22T16:00:00+00:00,2026-03-22 11:00,75.2,24,KAUS,synoptic
2026-03-22T16:00:00+00:00,2026-03-22 11:00,75.2,24,KAUS,synoptic
2026-03-22T16:00:00+00:00,2026-03-22 11:00,75.2,24,KAUS,synoptic
2026-03-22T16:00:00+00:00,2026-03-22 11:00,75.2,24,KAUS,synoptic
2026-03-22T16:05:00+00:00,2026-03-22 11:05,75.2,24,KAUS,synoptic
2026-03-22T16:05:00+00:00,2026-03-22 11:05,75.2,24,KAUS,synoptic
2026-03-22T16:05:00+00:00,2026-03-22 11:05,75.2,24,KAUS,synoptic
2026-03-22T16:05:00+00:00,2026-03-22 11:05,75.2,24,KAUS,synoptic
2026-03-22T16:05:00+00:00,2026-03-22 11:05,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:10:00+00:00,2026-03-22 11:10,75.2,24,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:20:00+00:00,2026-03-22 11:20,77.0,25,KAUS,synoptic
2026-03-22T16:30:00+00:00,2026-03-22 11:30,78.8,26,KAUS,synoptic
2026-03-22T16:30:00+00:00,2026-03-22 11:30,78.8,26,KAUS,synoptic
2026-03-22T16:30:00+00:00,2026-03-22 11:30,78.8,26,KAUS,synoptic
2026-03-22T16:30:00+00:00,2026-03-22 11:30,78.8,26,KAUS,synoptic
2026-03-22T16:30:00+00:00,2026-03-22 11:30,78.8,26,KAUS,synoptic
2026-03-22T16:30:00+00:00,2026-03-22 11:30,78.8,26,KAUS,synoptic
2026-03-22T16:35:00+00:00,2026-03-22 11:35,78.8,26,KAUS,synoptic
2026-03-22T16:35:00+00:00,2026-03-22 11:35,78.8,26,KAUS,synoptic
2026-03-22T16:35:00+00:00,2026-03-22 11:35,78.8,26,KAUS,synoptic
2026-03-22T16:35:00+00:00,2026-03-22 11:35,78.8,26,KAUS,synoptic
2026-03-22T16:35:00+00:00,2026-03-22 11:35,78.8,26,KAUS,synoptic
2026-03-22T16:40:00+00:00,2026-03-22 11:40,78.8,26,KAUS,synoptic
2026-03-22T16:40:00+00:00,2026-03-22 11:40,78.8,26,KAUS,synoptic
2026-03-22T16:40:00+00:00,2026-03-22 11:40,78.8,26,KAUS,synoptic
2026-03-22T16:40:00+00:00,2026-03-22 11:40,78.8,26,KAUS,synoptic
2026-03-22T16:40:00+00:00,2026-03-22 11:40,78.8,26,KAUS,synoptic
2026-03-22T16:45:00+00:00,2026-03-22 11:45,80.6,27,KAUS,synoptic
2026-03-22T16:45:00+00:00,2026-03-22 11:45,80.6,27,KAUS,synoptic
2026-03-22T16:45:00+00:00,2026-03-22 11:45,80.6,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:53:00+00:00,2026-03-22 11:53,81.0,27,KAUS,synoptic
2026-03-22T16:55:00+00:00,2026-03-22 11:55,80.6,27,KAUS,synoptic
2026-03-22T16:55:00+00:00,2026-03-22 11:55,80.6,27,KAUS,synoptic
2026-03-22T17:00:00+00:00,2026-03-22 12:00,82.4,28,KAUS,synoptic
2026-03-22T17:00:00+00:00,2026-03-22 12:00,82.4,28,KAUS,synoptic
2026-03-22T17:00:00+00:00,2026-03-22 12:00,82.4,28,KAUS,synoptic
2026-03-22T17:00:00+00:00,2026-03-22 12:00,82.4,28,KAUS,synoptic
2026-03-22T17:00:00+00:00,2026-03-22 12:00,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:05:00+00:00,2026-03-22 12:05,82.4,28,KAUS,synoptic
2026-03-22T17:15:00+00:00,2026-03-22 12:15,82.4,28,KAUS,synoptic
2026-03-22T17:15:00+00:00,2026-03-22 12:15,82.4,28,KAUS,synoptic
2026-03-22T17:15:00+00:00,2026-03-22 12:15,82.4,28,KAUS,synoptic
2026-03-22T17:15:00+00:00,2026-03-22 12:15,82.4,28,KAUS,synoptic
2026-03-22T17:15:00+00:00,2026-03-22 12:15,82.4,28,KAUS,synoptic
2026-03-22T17:15:00+00:00,2026-03-22 12:15,82.4,28,KAUS,synoptic
2026-03-22T17:20:00+00:00,2026-03-22 12:20,82.4,28,KAUS,synoptic
2026-03-22T17:20:00+00:00,2026-03-22 12:20,82.4,28,KAUS,synoptic
2026-03-22T17:20:00+00:00,2026-03-22 12:20,82.4,28,KAUS,synoptic
2026-03-22T17:20:00+00:00,2026-03-22 12:20,82.4,28,KAUS,synoptic
2026-03-22T17:20:00+00:00,2026-03-22 12:20,82.4,28,KAUS,synoptic
2026-03-22T17:25:00+00:00,2026-03-22 12:25,84.2,29,KAUS,synoptic
2026-03-22T17:25:00+00:00,2026-03-22 12:25,84.2,29,KAUS,synoptic
2026-03-22T17:25:00+00:00,2026-03-22 12:25,84.2,29,KAUS,synoptic
2026-03-22T17:25:00+00:00,2026-03-22 12:25,84.2,29,KAUS,synoptic
2026-03-22T17:25:00+00:00,2026-03-22 12:25,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:30:00+00:00,2026-03-22 12:30,84.2,29,KAUS,synoptic
2026-03-22T17:40:00+00:00,2026-03-22 12:40,84.2,29,KAUS,synoptic
2026-03-22T17:40:00+00:00,2026-03-22 12:40,84.2,29,KAUS,synoptic
2026-03-22T17:40:00+00:00,2026-03-22 12:40,84.2,29,KAUS,synoptic
2026-03-22T17:40:00+00:00,2026-03-22 12:40,84.2,29,KAUS,synoptic
2026-03-22T17:40:00+00:00,2026-03-22 12:40,84.2,29,KAUS,synoptic
2026-03-22T17:45:00+00:00,2026-03-22 12:45,84.2,29,KAUS,synoptic
2026-03-22T17:45:00+00:00,2026-03-22 12:45,84.2,29,KAUS,synoptic
2026-03-22T17:45:00+00:00,2026-03-22 12:45,84.2,29,KAUS,synoptic
2026-03-22T17:53:00+00:00,2026-03-22 12:53,84.9,29,KAUS,synoptic
2026-03-22T17:53:00+00:00,2026-03-22 12:53,84.9,29,KAUS,synoptic
2026-03-22T17:53:00+00:00,2026-03-22 12:53,84.9,29,KAUS,synoptic
2026-03-22T17:53:00+00:00,2026-03-22 12:53,84.9,29,KAUS,synoptic
2026-03-22T17:53:00+00:00,2026-03-22 12:53,84.9,29,KAUS,synoptic
2026-03-22T17:55:00+00:00,2026-03-22 12:55,84.2,29,KAUS,synoptic
2026-03-22T17:55:00+00:00,2026-03-22 12:55,84.2,29,KAUS,synoptic
2026-03-22T18:00:00+00:00,2026-03-22 13:00,86.0,30,KAUS,synoptic
2026-03-22T18:00:00+00:00,2026-03-22 13:00,86.0,30,KAUS,synoptic
2026-03-22T18:00:00+00:00,2026-03-22 13:00,86.0,30,KAUS,synoptic
2026-03-22T18:00:00+00:00,2026-03-22 13:00,86.0,30,KAUS,synoptic
2026-03-22T18:00:00+00:00,2026-03-22 13:00,86.0,30,KAUS,synoptic
2026-03-22T18:05:00+00:00,2026-03-22 13:05,86.0,30,KAUS,synoptic
2026-03-22T18:05:00+00:00,2026-03-22 13:05,86.0,30,KAUS,synoptic
2026-03-22T18:05:00+00:00,2026-03-22 13:05,86.0,30,KAUS,synoptic
2026-03-22T18:05:00+00:00,2026-03-22 13:05,86.0,30,KAUS,synoptic
2026-03-22T18:05:00+00:00,2026-03-22 13:05,86.0,30,KAUS,synoptic
2026-03-22T18:10:00+00:00,2026-03-22 13:10,86.0,30,KAUS,synoptic
2026-03-22T18:10:00+00:00,2026-03-22 13:10,86.0,30,KAUS,synoptic
2026-03-22T18:10:00+00:00,2026-03-22 13:10,86.0,30,KAUS,synoptic
2026-03-22T18:10:00+00:00,2026-03-22 13:10,86.0,30,KAUS,synoptic
2026-03-22T18:10:00+00:00,2026-03-22 13:10,86.0,30,KAUS,synoptic
2026-03-22T18:15:00+00:00,2026-03-22 13:15,86.0,30,KAUS,synoptic
2026-03-22T18:15:00+00:00,2026-03-22 13:15,86.0,30,KAUS,synoptic
2026-03-22T18:15:00+00:00,2026-03-22 13:15,86.0,30,KAUS,synoptic
